,NameEng,NameVn,Nutritions,Water,Energy,Prottein,Fat,Carb,Fiber,Sugars,Calcium,Iron_Fe,Magne_Mg,Potassium_K,Sodium_Na,Zinc_Z,Vitamin_C,Vitamin_B6,Vitamin_B12,Vitamin_A,Vitamin_E,Vitamin_D23,Vitamin_D,Cholesterol,Caffein
80,pear,lê,"{""Water"": ""83.96 g"", ""Energy"": ""57.0 kcal"", ""Protein"": ""0.36 g"", ""Total lipid (fat)"": ""0.14 g"", ""Carbohydrate, by difference"": ""15.23 g"", ""Fiber, total dietary"": ""3.1 g"", ""Sugars, total"": ""9.75 g"", ""Calcium, Ca"": ""9.0 mg"", ""Iron, Fe"": ""0.18 mg"", ""Magnesium, Mg"": ""7.0 mg"", ""Phosphorus, P"": ""12.0 mg"", ""Potassium, K"": ""116.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""4.3 mg"", ""Thiamin"": ""0.012 mg"", ""Riboflavin"": ""0.026 mg"", ""Niacin"": ""0.161 mg"", ""Vitamin B-6"": ""0.029 mg"", ""Folate, DFE"": ""7.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""1.0 µg"", ""Vitamin A, IU"": ""25.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.12 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""4.4 µg"", ""Fatty acids, total saturated"": ""0.022 g"", ""Fatty acids, total monounsaturated"": ""0.084 g"", ""Fatty acids, total polyunsaturated"": ""0.094 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",83.96 g,57.0 kcal,0.36 g,0.14 g,15.23 g,3.1 g,9.75 g,9.0 mg,0.18 mg,7.0 mg,116.0 mg,1.0 mg,0.1 mg,4.3 mg,0.029 mg,0.0 µg,1.0 µg,0.12 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
81,mangosteen,măng cụt,"{""Water"": ""83.96 g"", ""Energy"": ""57.0 kcal"", ""Protein"": ""0.36 g"", ""Total lipid (fat)"": ""0.14 g"", ""Carbohydrate, by difference"": ""15.23 g"", ""Fiber, total dietary"": ""3.1 g"", ""Sugars, total"": ""9.75 g"", ""Calcium, Ca"": ""9.0 mg"", ""Iron, Fe"": ""0.18 mg"", ""Magnesium, Mg"": ""7.0 mg"", ""Phosphorus, P"": ""12.0 mg"", ""Potassium, K"": ""116.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""4.3 mg"", ""Thiamin"": ""0.012 mg"", ""Riboflavin"": ""0.026 mg"", ""Niacin"": ""0.161 mg"", ""Vitamin B-6"": ""0.029 mg"", ""Folate, DFE"": ""7.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""1.0 µg"", ""Vitamin A, IU"": ""25.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.12 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""4.4 µg"", ""Fatty acids, total saturated"": ""0.022 g"", ""Fatty acids, total monounsaturated"": ""0.084 g"", ""Fatty acids, total polyunsaturated"": ""0.094 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",83.96 g,57.0 kcal,0.36 g,0.14 g,15.23 g,3.1 g,9.75 g,9.0 mg,0.18 mg,7.0 mg,116.0 mg,1.0 mg,0.1 mg,4.3 mg,0.029 mg,0.0 µg,1.0 µg,0.12 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
82,custard apple,mãng cầu xiêm: soursop,"{""Water"": ""71.5 g"", ""Energy"": ""101.0 kcal"", ""Protein"": ""1.7 g"", ""Total lipid (fat)"": ""0.6 g"", ""Carbohydrate, by difference"": ""25.2 g"", ""Fiber, total dietary"": ""2.4 g"", ""Calcium, Ca"": ""30.0 mg"", ""Iron, Fe"": ""0.71 mg"", ""Magnesium, Mg"": ""18.0 mg"", ""Phosphorus, P"": ""21.0 mg"", ""Potassium, K"": ""382.0 mg"", ""Sodium, Na"": ""4.0 mg"", ""Vitamin C, total ascorbic acid"": ""19.2 mg"", ""Thiamin"": ""0.08 mg"", ""Riboflavin"": ""0.1 mg"", ""Niacin"": ""0.5 mg"", ""Vitamin B-6"": ""0.221 mg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""2.0 µg"", ""Vitamin A, IU"": ""33.0 IU"", ""Fatty acids, total saturated"": ""0.231 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",71.5 g,101.0 kcal,1.7 g,0.6 g,25.2 g,2.4 g,0,30.0 mg,0.71 mg,18.0 mg,382.0 mg,4.0 mg,0,19.2 mg,0.221 mg,0.0 µg,2.0 µg,0,0,0,0.0 mg,0
83,soursop,hồng xiêm,"{""Water"": ""81.16 g"", ""Energy"": ""66.0 kcal"", ""Protein"": ""1.0 g"", ""Total lipid (fat)"": ""0.3 g"", ""Carbohydrate, by difference"": ""16.84 g"", ""Fiber, total dietary"": ""3.3 g"", ""Sugars, total"": ""13.54 g"", ""Calcium, Ca"": ""14.0 mg"", ""Iron, Fe"": ""0.6 mg"", ""Magnesium, Mg"": ""21.0 mg"", ""Phosphorus, P"": ""27.0 mg"", ""Potassium, K"": ""278.0 mg"", ""Sodium, Na"": ""14.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""20.6 mg"", ""Thiamin"": ""0.07 mg"", ""Riboflavin"": ""0.05 mg"", ""Niacin"": ""0.9 mg"", ""Vitamin B-6"": ""0.059 mg"", ""Folate, DFE"": ""14.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""0.0 µg"", ""Vitamin A, IU"": ""2.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.08 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.4 µg"", ""Fatty acids, total saturated"": ""0.051 g"", ""Fatty acids, total monounsaturated"": ""0.09 g"", ""Fatty acids, total polyunsaturated"": ""0.069 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",81.16 g,66.0 kcal,1.0 g,0.3 g,16.84 g,3.3 g,13.54 g,14.0 mg,0.6 mg,21.0 mg,278.0 mg,14.0 mg,0.1 mg,20.6 mg,0.059 mg,0.0 µg,0.0 µg,0.08 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
84,persimmon,quả hồng,"{""Water"": ""80.32 g"", ""Energy"": ""70.0 kcal"", ""Protein"": ""0.58 g"", ""Total lipid (fat)"": ""0.19 g"", ""Carbohydrate, by difference"": ""18.59 g"", ""Fiber, total dietary"": ""3.6 g"", ""Sugars, total"": ""12.53 g"", ""Calcium, Ca"": ""8.0 mg"", ""Iron, Fe"": ""0.15 mg"", ""Magnesium, Mg"": ""9.0 mg"", ""Phosphorus, P"": ""17.0 mg"", ""Potassium, K"": ""161.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.11 mg"", ""Vitamin C, total ascorbic acid"": ""7.5 mg"", ""Thiamin"": ""0.03 mg"", ""Riboflavin"": ""0.02 mg"", ""Niacin"": ""0.1 mg"", ""Vitamin B-6"": ""0.1 mg"", ""Folate, DFE"": ""8.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""81.0 µg"", ""Vitamin A, IU"": ""1627.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.73 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""2.6 µg"", ""Fatty acids, total saturated"": ""0.02 g"", ""Fatty acids, total monounsaturated"": ""0.037 g"", ""Fatty acids, total polyunsaturated"": ""0.043 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",80.32 g,70.0 kcal,0.58 g,0.19 g,18.59 g,3.6 g,12.53 g,8.0 mg,0.15 mg,9.0 mg,161.0 mg,1.0 mg,0.11 mg,7.5 mg,0.1 mg,0.0 µg,81.0 µg,0.73 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
85,blackberries,mâm xôi đen,"{""Water"": ""88.15 g"", ""Energy"": ""43.0 kcal"", ""Protein"": ""1.39 g"", ""Total lipid (fat)"": ""0.49 g"", ""Carbohydrate, by difference"": ""9.61 g"", ""Fiber, total dietary"": ""5.3 g"", ""Sugars, total"": ""4.88 g"", ""Calcium, Ca"": ""29.0 mg"", ""Iron, Fe"": ""0.62 mg"", ""Magnesium, Mg"": ""20.0 mg"", ""Phosphorus, P"": ""22.0 mg"", ""Potassium, K"": ""162.0 mg"", ""Sodium, Na"": ""1.0 mg"", ""Zinc, Zn"": ""0.53 mg"", ""Vitamin C, total ascorbic acid"": ""21.0 mg"", ""Thiamin"": ""0.02 mg"", ""Riboflavin"": ""0.026 mg"", ""Niacin"": ""0.646 mg"", ""Vitamin B-6"": ""0.03 mg"", ""Folate, DFE"": ""25.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""11.0 µg"", ""Vitamin A, IU"": ""214.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.17 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""19.8 µg"", ""Fatty acids, total saturated"": ""0.014 g"", ""Fatty acids, total monounsaturated"": ""0.047 g"", ""Fatty acids, total polyunsaturated"": ""0.28 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",88.15 g,43.0 kcal,1.39 g,0.49 g,9.61 g,5.3 g,4.88 g,29.0 mg,0.62 mg,20.0 mg,162.0 mg,1.0 mg,0.53 mg,21.0 mg,0.03 mg,0.0 µg,11.0 µg,1.17 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
86,granadilla,Dưa tây,"{""Water"": ""72.93 g"", ""Energy"": ""97.0 kcal"", ""Protein"": ""2.2 g"", ""Total lipid (fat)"": ""0.7 g"", ""Carbohydrate, by difference"": ""23.38 g"", ""Fiber, total dietary"": ""10.4 g"", ""Sugars, total"": ""11.2 g"", ""Calcium, Ca"": ""12.0 mg"", ""Iron, Fe"": ""1.6 mg"", ""Magnesium, Mg"": ""29.0 mg"", ""Phosphorus, P"": ""68.0 mg"", ""Potassium, K"": ""348.0 mg"", ""Sodium, Na"": ""28.0 mg"", ""Zinc, Zn"": ""0.1 mg"", ""Vitamin C, total ascorbic acid"": ""30.0 mg"", ""Thiamin"": ""0.0 mg"", ""Riboflavin"": ""0.13 mg"", ""Niacin"": ""1.5 mg"", ""Vitamin B-6"": ""0.1 mg"", ""Folate, DFE"": ""14.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""64.0 µg"", ""Vitamin A, IU"": ""1272.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.02 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""0.7 µg"", ""Fatty acids, total saturated"": ""0.059 g"", ""Fatty acids, total monounsaturated"": ""0.086 g"", ""Fatty acids, total polyunsaturated"": ""0.411 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",72.93 g,97.0 kcal,2.2 g,0.7 g,23.38 g,10.4 g,11.2 g,12.0 mg,1.6 mg,29.0 mg,348.0 mg,28.0 mg,0.1 mg,30.0 mg,0.1 mg,0.0 µg,64.0 µg,0.02 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
87,full-fat milk,sữa nguyên kem,"{""Water"": ""5.16 g"", ""Energy"": ""434.0 kcal"", ""Protein"": ""37.81 g"", ""Total lipid (fat)"": ""20.65 g"", ""Carbohydrate, by difference"": ""31.92 g"", ""Fiber, total dietary"": ""9.6 g"", ""Sugars, total"": ""7.5 g"", ""Calcium, Ca"": ""206.0 mg"", ""Iron, Fe"": ""6.37 mg"", ""Magnesium, Mg"": ""429.0 mg"", ""Phosphorus, P"": ""494.0 mg"", ""Potassium, K"": ""2515.0 mg"", ""Sodium, Na"": ""13.0 mg"", ""Zinc, Zn"": ""3.92 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.581 mg"", ""Riboflavin"": ""1.16 mg"", ""Niacin"": ""4.32 mg"", ""Vitamin B-6"": ""0.461 mg"", ""Folate, DFE"": ""345.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""6.0 µg"", ""Vitamin A, IU"": ""120.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""1.95 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""70.0 µg"", ""Fatty acids, total saturated"": ""2.987 g"", ""Fatty acids, total monounsaturated"": ""4.561 g"", ""Fatty acids, total polyunsaturated"": ""11.657 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",5.16 g,434.0 kcal,37.81 g,20.65 g,31.92 g,9.6 g,7.5 g,206.0 mg,6.37 mg,429.0 mg,2515.0 mg,13.0 mg,3.92 mg,0.0 mg,0.461 mg,0.0 µg,6.0 µg,1.95 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
88,honey,mật ong,"{""Energy"": ""286.0 kcal"", ""Protein"": ""0.0 g"", ""Total lipid (fat)"": ""0.0 g"", ""Carbohydrate, by difference"": ""80.95 g"", ""Sugars, total"": ""76.19 g"", ""Sodium, Na"": ""0.0 mg""}",0,286.0 kcal,0.0 g,0.0 g,80.95 g,0,76.19 g,0,0,0,0,0.0 mg,0,0,0,0,0,0,0,0,0,0
89,yoghurt,sữa chua,"{""Energy"": ""286.0 kcal"", ""Protein"": ""0.0 g"", ""Total lipid (fat)"": ""0.0 g"", ""Carbohydrate, by difference"": ""80.95 g"", ""Sugars, total"": ""76.19 g"", ""Sodium, Na"": ""0.0 mg""}",0,286.0 kcal,0.0 g,0.0 g,80.95 g,0,76.19 g,0,0,0,0,0.0 mg,0,0,0,0,0,0,0,0,0,0
90,sữa không béo,skimmed milk,"{""Energy"": ""286.0 kcal"", ""Protein"": ""0.0 g"", ""Total lipid (fat)"": ""0.0 g"", ""Carbohydrate, by difference"": ""80.95 g"", ""Sugars, total"": ""76.19 g"", ""Sodium, Na"": ""0.0 mg""}",0,286.0 kcal,0.0 g,0.0 g,80.95 g,0,76.19 g,0,0,0,0,0.0 mg,0,0,0,0,0,0,0,0,0,0
91,butter,bơ,"{""Energy"": ""500.0 kcal"", ""Protein"": ""16.0 g"", ""Total lipid (fat)"": ""34.0 g"", ""Carbohydrate, by difference"": ""42.0 g"", ""Fiber, total dietary"": ""8.0 g"", ""Sugars, total"": ""24.0 g"", ""Calcium, Ca"": ""160.0 mg"", ""Iron, Fe"": ""3.6 mg"", ""Potassium, K"": ""500.0 mg"", ""Sodium, Na"": ""400.0 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Vitamin A, IU"": ""0.0 IU"", ""Fatty acids, total saturated"": ""4.0 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg""}",0,500.0 kcal,16.0 g,34.0 g,42.0 g,8.0 g,24.0 g,160.0 mg,3.6 mg,0,500.0 mg,400.0 mg,0,0.0 mg,0,0,0,0,0,0,0.0 mg,0
92,cheese,phô mai,"{""Energy"": ""357.0 kcal"", ""Protein"": ""28.57 g"", ""Total lipid (fat)"": ""25.0 g"", ""Carbohydrate, by difference"": ""7.14 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""893.0 mg"", ""Iron, Fe"": ""0.0 mg"", ""Sodium, Na"": ""482.0 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Vitamin A, IU"": ""0.0 IU"", ""Fatty acids, total saturated"": ""14.29 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""71.0 mg""}",0,357.0 kcal,28.57 g,25.0 g,7.14 g,0.0 g,0.0 g,893.0 mg,0.0 mg,0,0,482.0 mg,0,0.0 mg,0,0,0,0,0,0,71.0 mg,0
93,honeydew,Dưa xanh,"{""Water"": ""89.82 g"", ""Energy"": ""36.0 kcal"", ""Protein"": ""0.54 g"", ""Total lipid (fat)"": ""0.14 g"", ""Carbohydrate, by difference"": ""9.09 g"", ""Fiber, total dietary"": ""0.8 g"", ""Sugars, total"": ""8.12 g"", ""Calcium, Ca"": ""6.0 mg"", ""Iron, Fe"": ""0.17 mg"", ""Magnesium, Mg"": ""10.0 mg"", ""Phosphorus, P"": ""11.0 mg"", ""Potassium, K"": ""228.0 mg"", ""Sodium, Na"": ""18.0 mg"", ""Zinc, Zn"": ""0.09 mg"", ""Vitamin C, total ascorbic acid"": ""18.0 mg"", ""Thiamin"": ""0.038 mg"", ""Riboflavin"": ""0.012 mg"", ""Niacin"": ""0.418 mg"", ""Vitamin B-6"": ""0.088 mg"", ""Folate, DFE"": ""19.0 µg"", ""Vitamin B-12"": ""0.0 µg"", ""Vitamin A, RAE"": ""3.0 µg"", ""Vitamin A, IU"": ""50.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.02 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""0.0 IU"", ""Vitamin K (phylloquinone)"": ""2.9 µg"", ""Fatty acids, total saturated"": ""0.038 g"", ""Fatty acids, total monounsaturated"": ""0.003 g"", ""Fatty acids, total polyunsaturated"": ""0.059 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""0.0 mg"", ""Caffeine"": ""0.0 mg""}",89.82 g,36.0 kcal,0.54 g,0.14 g,9.09 g,0.8 g,8.12 g,6.0 mg,0.17 mg,10.0 mg,228.0 mg,18.0 mg,0.09 mg,18.0 mg,0.088 mg,0.0 µg,3.0 µg,0.02 mg,0.0 µg,0.0 IU,0.0 mg,0.0 mg
94,beef,thịt bò,"{""Water"": ""73.84 g"", ""Energy"": ""119.0 kcal"", ""Protein"": ""21.23 g"", ""Total lipid (fat)"": ""3.68 g"", ""Carbohydrate, by difference"": ""0.23 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""6.0 mg"", ""Iron, Fe"": ""1.95 mg"", ""Magnesium, Mg"": ""21.0 mg"", ""Phosphorus, P"": ""182.0 mg"", ""Potassium, K"": ""340.0 mg"", ""Sodium, Na"": ""55.0 mg"", ""Zinc, Zn"": ""4.28 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.055 mg"", ""Riboflavin"": ""0.107 mg"", ""Niacin"": ""2.908 mg"", ""Vitamin B-6"": ""0.194 mg"", ""Vitamin B-12"": ""1.41 µg"", ""Vitamin A, RAE"": ""10.0 µg"", ""Vitamin A, IU"": ""32.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.49 mg"", ""Vitamin D (D2 + D3)"": ""0.1 µg"", ""Vitamin D"": ""5.0 IU"", ""Fatty acids, total saturated"": ""1.65 g"", ""Fatty acids, total monounsaturated"": ""1.219 g"", ""Fatty acids, total polyunsaturated"": ""0.226 g"", ""Fatty acids, total trans"": ""0.114 g"", ""Cholesterol"": ""49.0 mg"", ""Caffeine"": ""0.0 mg""}",73.84 g,119.0 kcal,21.23 g,3.68 g,0.23 g,0.0 g,0.0 g,6.0 mg,1.95 mg,21.0 mg,340.0 mg,55.0 mg,4.28 mg,0.0 mg,0.194 mg,1.41 µg,10.0 µg,0.49 mg,0.1 µg,5.0 IU,49.0 mg,0.0 mg
95,chicken,thịt gà,"{""Energy"": ""197.0 kcal"", ""Protein"": ""11.97 g"", ""Total lipid (fat)"": ""11.27 g"", ""Carbohydrate, by difference"": ""11.97 g"", ""Fiber, total dietary"": ""1.4 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""42.0 mg"", ""Iron, Fe"": ""0.0 mg"", ""Sodium, Na"": ""486.0 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Vitamin A, IU"": ""0.0 IU"", ""Fatty acids, total saturated"": ""3.17 g"", ""Fatty acids, total trans"": ""0.0 g"", ""Cholesterol"": ""42.0 mg""}",0,197.0 kcal,11.97 g,11.27 g,11.97 g,1.4 g,0.0 g,42.0 mg,0.0 mg,0,0,486.0 mg,0,0.0 mg,0,0,0,0,0,0,42.0 mg,0
96,pork,thịt lợn,"{""Water"": ""11.0 g"", ""Energy"": ""748.0 kcal"", ""Protein"": ""5.05 g"", ""Total lipid (fat)"": ""80.5 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""6.0 mg"", ""Iron, Fe"": ""0.44 mg"", ""Magnesium, Mg"": ""7.0 mg"", ""Phosphorus, P"": ""52.0 mg"", ""Potassium, K"": ""66.0 mg"", ""Sodium, Na"": ""2684.0 mg"", ""Zinc, Zn"": ""0.9 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.215 mg"", ""Riboflavin"": ""0.061 mg"", ""Niacin"": ""1.62 mg"", ""Vitamin B-6"": ""0.08 mg"", ""Folate, DFE"": ""1.0 µg"", ""Vitamin B-12"": ""0.29 µg"", ""Vitamin A, RAE"": ""0.0 µg"", ""Vitamin A, IU"": ""0.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.0 mg"", ""Vitamin D (D2 + D3)"": ""0.2 µg"", ""Vitamin D"": ""9.0 IU"", ""Vitamin K (phylloquinone)"": ""0.0 µg"", ""Fatty acids, total saturated"": ""29.38 g"", ""Fatty acids, total monounsaturated"": ""37.94 g"", ""Fatty acids, total polyunsaturated"": ""9.4 g"", ""Cholesterol"": ""86.0 mg"", ""Caffeine"": ""0.0 mg""}",11.0 g,748.0 kcal,5.05 g,80.5 g,0.0 g,0.0 g,0.0 g,6.0 mg,0.44 mg,7.0 mg,66.0 mg,2684.0 mg,0.9 mg,0.0 mg,0.08 mg,0.29 µg,0.0 µg,0.0 mg,0.2 µg,9.0 IU,86.0 mg,0.0 mg
97,shrimp,tôm,"{""Water"": ""78.45 g"", ""Energy"": ""85.0 kcal"", ""Protein"": ""20.1 g"", ""Total lipid (fat)"": ""0.51 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Calcium, Ca"": ""64.0 mg"", ""Iron, Fe"": ""0.52 mg"", ""Magnesium, Mg"": ""35.0 mg"", ""Phosphorus, P"": ""214.0 mg"", ""Potassium, K"": ""264.0 mg"", ""Sodium, Na"": ""119.0 mg"", ""Zinc, Zn"": ""1.34 mg"", ""Fatty acids, total saturated"": ""0.101 g"", ""Fatty acids, total monounsaturated"": ""0.086 g"", ""Fatty acids, total polyunsaturated"": ""0.152 g"", ""Fatty acids, total trans"": ""0.004 g"", ""Cholesterol"": ""161.0 mg""}",78.45 g,85.0 kcal,20.1 g,0.51 g,0.0 g,0,0,64.0 mg,0.52 mg,35.0 mg,264.0 mg,119.0 mg,1.34 mg,0,0,0,0,0,0,0,161.0 mg,0
98,lobster,tôm hùm,"{""Water"": ""80.95 g"", ""Energy"": ""77.0 kcal"", ""Protein"": ""16.52 g"", ""Total lipid (fat)"": ""0.75 g"", ""Carbohydrate, by difference"": ""0.0 g"", ""Fiber, total dietary"": ""0.0 g"", ""Sugars, total"": ""0.0 g"", ""Calcium, Ca"": ""84.0 mg"", ""Iron, Fe"": ""0.26 mg"", ""Magnesium, Mg"": ""38.0 mg"", ""Phosphorus, P"": ""161.0 mg"", ""Potassium, K"": ""200.0 mg"", ""Sodium, Na"": ""423.0 mg"", ""Zinc, Zn"": ""3.53 mg"", ""Vitamin C, total ascorbic acid"": ""0.0 mg"", ""Thiamin"": ""0.02 mg"", ""Riboflavin"": ""0.014 mg"", ""Niacin"": ""1.591 mg"", ""Vitamin B-6"": ""0.104 mg"", ""Folate, DFE"": ""10.0 µg"", ""Vitamin B-12"": ""1.25 µg"", ""Vitamin A, RAE"": ""1.0 µg"", ""Vitamin A, IU"": ""4.0 IU"", ""Vitamin E (alpha-tocopherol)"": ""0.87 mg"", ""Vitamin D (D2 + D3)"": ""0.0 µg"", ""Vitamin D"": ""1.0 IU"", ""Vitamin K (phylloquinone)"": ""0.0 µg"", ""Fatty acids, total saturated"": ""0.181 g"", ""Fatty acids, total monounsaturated"": ""0.22 g"", ""Fatty acids, total polyunsaturated"": ""0.296 g"", ""Fatty acids, total trans"": ""0.011 g"", ""Cholesterol"": ""127.0 mg"", ""Caffeine"": ""0.0 mg""}",80.95 g,77.0 kcal,16.52 g,0.75 g,0.0 g,0.0 g,0.0 g,84.0 mg,0.26 mg,38.0 mg,200.0 mg,423.0 mg,3.53 mg,0.0 mg,0.104 mg,1.25 µg,1.0 µg,0.87 mg,0.0 µg,1.0 IU,127.0 mg,0.0 mg
99,crab,cua,"{""Water"": ""79.02 g"", ""Energy"": ""87.0 kcal"", ""Protein"": ""18.06 g"", ""Total lipid (fat)"": ""1.08 g"", ""Carbohydrate, by difference"": ""0.04 g"", ""Fiber, total dietary"": ""0.0 g"", ""Calcium, Ca"": ""89.0 mg"", ""Iron, Fe"": ""0.74 mg"", ""Magnesium, Mg"": ""34.0 mg"", ""Phosphorus, P"": ""229.0 mg"", ""Potassium, K"": ""329.0 mg"", ""Sodium, Na"": ""293.0 mg"", ""Zinc, Zn"": ""3.54 mg"", ""Vitamin C, total ascorbic acid"": ""3.0 mg"", ""Thiamin"": ""0.08 mg"", ""Riboflavin"": ""0.04 mg"", ""Niacin"": ""2.7 mg"", ""Vitamin B-6"": ""0.15 mg"", ""Folate, DFE"": ""44.0 µg"", ""Vitamin B-12"": ""9.0 µg"", ""Vitamin A, RAE"": ""2.0 µg"", ""Vitamin A, IU"": ""5.0 IU"", ""Fatty acids, total saturated"": ""0.222 g"", ""Fatty acids, total monounsaturated"": ""0.192 g"", ""Fatty acids, total polyunsaturated"": ""0.387 g"", ""Cholesterol"": ""78.0 mg""}",79.02 g,87.0 kcal,18.06 g,1.08 g,0.04 g,0.0 g,0,89.0 mg,0.74 mg,34.0 mg,329.0 mg,293.0 mg,3.54 mg,3.0 mg,0.15 mg,9.0 µg,2.0 µg,0,0,0,78.0 mg,0
